CÓDIGO,DESCRIÇÃO,NOVO VALOR (HM),VALOR (CUSTO),AUXILIAR,PORTE,FILME
31102310,Ureterolitotripsia extracorpórea - 1ª sessão,381.94,0,0,5,0
31102328,Ureterolitotripsia extracorpórea - reaplicações (até 3 meses),1.566.77,0,0,5,0
31102344,Ureteroplastia unilateral,435.41,0,2,4,0
31102352,Ureterorrenolitotomia unilateral,941.98,0,1,6,0
31102360,Ureterorrenolitotripsia flexível unilateral,1.050.35,0,1,6,0
31102379,Ureterorrenolitotripsia rígida unilateral,986.77,0,1,5,0
31102409,Ureterossigmoidoplastia unilateral,586.12,0,2,5,0
31102417,Ureterossigmoidostomia unilateral,534.72,0,2,5,0
31102425,Ureterostomia cutânea unilateral,320.83,0,2,3,0
31102433,Ureterotomia interna percutânea unilateral,668.41,0,1,4,0
31102441,Ureterotomia interna ureteroscópica flexível unilateral,611.11,0,1,4,0
31102450,Ureterotomia interna ureteroscópica rígida unilateral,192.13,0,1,4,0
31102468,Ureteroureterocistoneostomia,687.5,0,2,5,0
31102476,Ureteroureterostomia unilateral,595.84,0,2,4,0
31102514,Ureteroureterostomia laparoscópica unilateral,687.84,0,2,5,0
31102530,Correção laparoscópica de refluxo vesico-ureteral unilateral,687.5,0,0,5,0
31102549,Reimplante uretero-vesical laparoscópico unilateral,753.16,0,2,6,0
31102557,Reimplante ureterointestinal laparoscópico unilateral,753.16,0,2,6,0
31102565,Ureterorrenolitotripsia rígida unilateral a laser,584.09,0,1,6,0
31103006,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS (SISTEMA URINÁRIO) - BEXIGA,,,,,
31103014,Ampliação vesical,595.84,0,1,5,0
31103022,Bexiga psóica,366.67,0,2,3,0
31103030,Biópsia endoscópica de bexiga (inclui cistoscopia),137.51,0,0,0,0
31103049,Biópsia vesical a céu aberto,152.78,0,1,2,0
31103057,Cálculo vesical - extração endoscópica,305.55,0,1,5,0
31103065,Cistectomia parcial,320.83,0,1,3,0
31103073,Cistectomia radical (inclui próstata ou útero),595.84,0,2,5,0
31103081,Cistectomia total,595.84,0,2,4,0
31103090,Cistolitotomia,183.34,0,1,2,0
31103103,Cistolitotripsia extracorpórea - 1ª sessão,418.65,0,0,3,0
31103111,Cistolitotripsia extracorpórea - reaplicações (até 3 meses),209.33,0,0,2,0
31103138,Cistolitotripsia percutânea (U.S.. E.H.. E.C.),458.33,0,1,4,0
31103146,Cistolitotripsia transuretral (U.S.. E.H.. E.C.),497.85,0,1,5,0
31103154,Cistoplastia redutora,252.09,0,2,2,0
31103162,Cistorrafia (trauma),229.17,0,1,2,0
31103170,Cistostomia cirúrgica,152.78,0,1,2,0
31103189,Cistostomia com procedimento endoscópico,275.61,0,1,3,0
31103197,Cistostomia por punção com trocater,75.36,0,0,0,0
31103200,Colo de divertículo - ressecção endoscópica,252.09,0,1,2,0
31103219,Colo vesical - ressecção endoscópica,366.67,0,1,3,0
31103227,Corpo estranho - extração cirúrgica,137.51,0,1,2,0
31103235,Corpo estranho - extração endoscópica,183.34,0,1,1,0
31103243,Diverticulectomia vesical,320.83,0,1,3,0
31103251,Enterocistoplastia (ampliação vesical),825,0,2,5,0
31103260,Extrofia em cloaca - tratamento cirúrgico,916.66,0,0,0,0
31103278,Extrofia vesical - tratamento cirúrgico,664.58,0,2,5,0
31103286,Fístula vésico-cutânea - tratamento cirúrgico,252.09,0,1,2,0
31103294,Fístula vésico-entérica - tratamento cirúrgico,595.84,0,2,4,0
31103308,Fístula vésico-retal - tratamento cirúrgico,664.58,0,2,4,0
31103316,Fístula vésico-uterina - tratamento cirúrgico,366.67,0,2,4,0
31103324,Fístula vésico-vaginal - tratamento cirúrgico,366.67,0,2,4,0
31103332,"Incontinência urinária - ""sling"" vaginal ou abdominal",477.44,0,1,5,0
31103340,Incontinência urinária - suspensão endoscópica de colo,381.94,0,1,4,0
31103359,Incontinência urinária - tratamento cirúrgico supra-púbico,435.41,0,2,4,0
31103367,Incontinência urinária - tratamento endoscópico (injeção),250.14,0,1,4,0
31103375,Incontinência urinária com colpoplastia anterior - tratamento cirúrgico (com ou sem uso de prótese),504.16,0,2,5,0
31103383,Pólipos vesicais - ressecção cirúrgica,252.09,0,1,3,0
31103391,Pólipos vesicais - ressecção endoscópica,252.09,0,1,2,0
31103405,Punção e aspiração vesical,50.24,0,0,0,0
31103413,Reimplante uretero-vesical à Boari,627.98,0,2,5,0
31103430,Retenção por coágulo - aspiração vesical,45.83,0,0,0,0
31103448,Tumor vesical - fotocoagulação a laser,477.44,0,0,5,0
31103456,Tumor vesical - ressecção endoscópica,435.41,0,1,4,0
31103464,Vesicostomia cutânea,183.34,0,1,4,0
31103472,Retirada endoscópica de duplo J,183.34,0,1,1,0
31103480,Neobexiga cutânea continente,1.138.74,0,3,7,0
31103499,Neobexiga retal continente,1.145.83,0,3,7,0
31103502,Neobexiga uretral continente,1.138.74,0,3,7,0
31103529,Cistectomia parcial laparoscópica,753.16,0,2,5,0
31103537,Cistectomia radical laparoscópica (inclui próstata ou útero),1.364.15,0,2,7,0
31103561,Cistolitotripsia a laser,326.63,0,1,5,0
31104002,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS (SISTEMA URINÁRIO) - URETRA,,,,,
31104010,Abscesso periuretral - tratamento cirúrgico,91.66,0,1,1,0
31104029,Biópsia endoscópica de uretra,137.51,0,1,1,0
31104037,Corpo estranho ou cálculo - extração cirúrgica,137.51,0,1,1,0
31104045,Corpo estranho ou cálculo - extração endoscópica,137.51,0,1,1,0
31104053,Divertículo uretral - tratamento cirúrgico,183.34,0,1,2,0
31104061,Eletrocoagulação endoscópica,137.51,0,1,2,0
31104070,Esfincterotomia,183.34,0,1,2,0
31104088,Fístula uretro-cutânea - correção cirúrgica,252.09,0,1,2,0
31104096,Fístula uretro-retal - correção cirúrgica,595.84,0,1,4,0
31104100,Fístula uretro-vaginal - correção cirúrgica,435.41,0,1,4,0
31104118,Incontinência urinária masculina - tratamento cirúrgico (exclui implante de esfincter artificial),435.41,0,1,4,0
31104126,Injeções periuretrais (incluindo uretrocistocopia) por tratamento,96.07,0,1,3,0
31104134,Meatoplastia (retalho cutâneo),137.51,0,1,2,0
31104142,Meatotomia uretral,60.28,0,0,1,0
31104150,Neouretra proximal (cistouretroplastia),504.16,0,2,4,0
31104169,Ressecção de carúncula,68.75,0,0,1,0
31104177,Ressecção de válvula uretral posterior,366.67,0,1,3,0
31104185,Tumor uretral - excisão,275.61,0,1,3,0
31104193,Uretroplastia anterior,320.83,0,1,3,0
31104207,Uretroplastia posterior,435.41,0,2,3,0
31104215,Uretrostomia,183.34,0,1,1,0
31104223,Uretrotomia interna,183.34,0,1,1,0
31104231,Uretrotomia interna com prótese endouretral,251.19,0,1,3,0
31104240,Uretrectomia total,353.53,0,1,3,0
31104274,Incontinência urinária masculina - implante de mecanismo esfincterico artificial,641.9,0,1,5,0
31201008,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS (SISTEMA GENITAL E REPRODUTOR MASCULINO) - PRÓSTATA E VESÍCULAS SEMINAIS,,,,,
31201024,Abscesso de próstata - drenagem,252.09,0,1,2,0
31201032,Biópsia prostática - até 8 fragmentos,137.51,0,0,1,0
31201040,Biópsia prostática - mais de 8 fragmentos,137.51,0,0,1,0
31201067,Hemorragia da loja prostática - evacuação e irrigação,196.54,0,1,4,0
31201075,Hemorragia da loja prostática - revisão endoscópica,366.67,0,1,4,0
31201091,Hipertrofia prostática - implante de prótese,167.46,0,1,3,0
31201105,Hipertrofia prostática - tratamento por dilatação,100.47,0,1,3,0
31201113,Prostatavesiculectomia radical,802.08,0,2,6,0
31201121,Prostatectomia a céu aberto,504.16,0,2,5,0
31201130,Ressecção endoscópica da próstata,664.58,0,1,5,0
31201148,Prostatavesiculectomia radical laparoscópica,922.24,0,2,7,0
31202004,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS (SISTEMA GENITAL E REPRODUTOR MASCULINO) - ESCROTO,,,,,
31202012,Biópsia escrotal,45.67,0,0,0,0
31202020,Drenagem de abscesso,68.05,0,0,0,0
31202039,Elefantíase peno-escrotal - tratamento cirúrgico,488.89,0,2,4,0
31202047,Exérese de cisto escrotal,75.36,0,1,0,0
31202063,Reconstrução da bolsa escrotal com retalho inguinal pediculado - por estágio,457.28,0,1,5,0
31202071,Ressecção parcial da bolsa escrotal,183.34,0,1,2,0
31203000,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS (SISTEMA GENITAL E REPRODUTOR MASCULINO) - TESTÍCULO,,,,,
31203019,Autotransplante de um testículo,1.241.18,0,2,6,0
31203027,Biópsia unilateral de testículo,68.75,0,1,1,0
31203035,Escroto agudo - exploração cirúrgica,252.09,0,0,0,0
31203043,Hidrocele unilateral - correção cirúrgica,122.22,0,1,2,0
31203051,Implante de prótese testicular unilateral,137.51,0,1,2,0
31203060,Orquidopexia unilateral,305.55,0,1,3,0
31203078,Orquiectomia unilateral,183.34,0,1,2,0
31203086,Punção da vaginal,50.24,0,0,0,0
31203094,Reparação plástica (trauma),320.83,0,1,3,0
31203108,Torção de testículo - cura cirúrgica,320.83,0,1,3,0
31203116,Tumor de testículo - ressecção,357.85,0,1,5,0
31203124,Varicocele unilateral - correção cirúrgica,152.78,0,1,2,0
31203132,Orquidopexia laparoscópica unilateral,537.97,0,1,5,0
31204007,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS (SISTEMA GENITAL E REPRODUTOR MASCULINO) - EPIDÍDIMO,,,,,
31204015,Biópsia de epidídimo,66.99,0,0,0,0
31204023,Drenagem de abscesso,60.28,0,0,0,0
31204031,Epididimectomia unilateral,161.06,0,1,2,0
31204040,Epididimovasoplastia unilateral,320.83,0,1,3,0
31204058,Epididimovasoplastia unilateral microcirúrgica,572.92,0,1,5,0
31204066,Exérese de cisto unilateral,114.58,0,1,1,0
31205003,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS (SISTEMA GENITAL E REPRODUTOR MASCULINO) - CORDÃO ESPERMÁTICO,,,,,
31205011,Espermatocelectomia unilateral,137.51,0,1,1,0
31205020,Exploração cirúrgica do deferente unilateral,137.51,0,1,1,0
31205046,Vasectomia unilateral,122.22,0,1,0,0
31205054,Vaso-vasostomia microcirúrgica unilateral (recanalização dos ductos deferentes),502.39,0,1,5,0
31205070,Cirurgia esterilizadora masculina,353.53,0,1,0,0
31206000,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS (SISTEMA GENITAL E REPRODUTOR MASCULINO) - PÊNIS,,,,,
31206018,Amputação parcial,252.09,0,1,2,0
31206026,Amputação total,320.83,0,1,4,0
31206034,Biópsia peniana,50.24,0,0,0,0
31206042,Doença de Peyronie - tratamento cirúrgico,320.83,0,1,3,0
31206050,Eletrocoagulação de lesões cutâneas,60.28,0,0,0,0
31206069,Emasculação,435.41,0,1,3,0
31206077,Epispadia - reconstrução por etapa,366.67,0,2,4,0
31206085,Epispadia com incontinência - tratamento cirúrgico,595.84,0,2,4,0
31206093,Fratura de pênis - tratamento cirúrgico,252.09,0,1,3,0
31206107,Hipospadia - por estágio,252.09,0,1,3,0
31206115,Hipospadia distal - tratamento em 1 tempo,252.09,0,1,4,0
31206123,Hipospadia proximal - tratamento em 1 tempo,595.84,0,1,4,0
31206140,Implante de prótese semi-rígida (exclui próteses infláveis),318.71,0,1,4,0
31206158,Neofaloplastia - por estágio,458.33,0,2,4,0
31206166,Neofaloplastia com retalho inguinal pediculado com reconstrução uretral - por estágio,458.33,0,2,4,0
31206174,Parafimose - redução manual ou cirúrgica,53.47,0,1,1,0
31206182,Pênis curvo congênito,435.41,0,1,4,0
31206190,Plástica - retalho cutâneo à distância,435.41,0,2,4,0
31206204,Plástica de corpo cavernoso,275,0,1,2,0
31206212,Plástica do freio bálano-prepucial,60.28,0,1,1,0
31206220,Postectomia,122.22,0,1,2,0
31206239,Priapismo - tratamento cirúrgico,320.83,0,1,3,0
31206247,Reconstrução de pênis com enxerto - plástica total,613.6,0,1,4,0
31206255,Reimplante do pênis,1.681.17,0,2,6,0
31206263,Revascularização peniana,641.67,0,2,3,0
31301002,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS (SISTEMA GENITAL E REPRODUTOR FEMININO) - VULVA,,,,,
31301010,Bartolinectomia unilateral,97.78,0,1,1,0
31301029,Biópsia de vulva,50.24,0,0,0,0
31301037,Cauterização química. ou eletrocauterização. ou criocauterização de lesões da vulva (por grupo de até 5 lesões),50.24,0,0,0,0
31301045,Clitorectomia (parcial ou total),114.58,0,1,1,0
31301053,Clitoroplastia,359.84,0,1,4,0
31301061,Excisão radical local da vulva,418.85,0,2,4,0
31301070,Exérese de glândula de Skene,68.75,0,1,1,0
31301088,Exérese de lesão da vulva e/ou do períneo (por grupo de até 5 lesões),75.36,0,0,0,0
31301096,Hipertrofia dos pequenos lábios - correção cirúrgica,68.75,0,1,1,0
31301100,Incisão e drenagem da glândula de Bartholin ou Skene,60.28,0,0,0,0
31301118,Marsupialização da glândula de Bartholin,68.75,0,1,1,0
31301126,Vulvectomia ampliada,664.58,0,2,5,0
31301134,Vulvectomia simples,366.67,0,2,4,0
31302009,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS (SISTEMA GENITAL E REPRODUTOR FEMININO) - VAGINA,,,,,
31302017,Biópsia de vagina,60.28,0,0,0,0
31302025,Colpectomia,366.67,0,2,3,0
31302033,Colpocleise (Lefort),183.34,0,2,2,0
31302041,Colpoplastia anterior,183.34,0,2,2,0
31302050,Colpoplastia posterior com perineorrafia,183.34,0,2,2,0
31302068,Colporrafia ou colpoperineoplastia incluindo ressecção de septo ou ressutura de parede vaginal,183.34,0,2,2,0
31302076,Colpotomia ou culdocentese,114.58,0,1,1,0
31302084,Exérese de cisto vaginal,85.55,0,1,1,0
31302092,Extração de corpo estranho com anestesia geral ou bloqueio,75.36,0,0,1,0
31302106,Fístula ginecológica - tratamento cirúrgico,504.16,0,2,4,0
31302114,Himenotomia,68.75,0,0,1,0
31302122,Neovagina (cólon. delgado. tubo de pele),366.67,0,0,0,0
31302130,Cauterização química. ou eletrocauterização. ou criocauterização de lesões da vagina (por grupo de até 5 lesões),40.35,0,0,0,0
31303005,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS (SISTEMA GENITAL E REPRODUTOR FEMININO) - ÚTERO,,,,,
31303013,Aspiração manual intra-uterina (AMIU),115.28,0,0,2,0
31303021,Biópsia do colo uterino,60.28,0,0,0,0
31303030,Biópsia do endométrio,60.28,0,0,0,0
31303056,Curetagem ginecológica semiótica e/ou terapêutica com ou sem dilatação de colo uterino,91.66,0,0,1,0
31303064,Dilatação do colo uterino,56.82,0,0,1,0
31303072,Excisão de pólipo cervical,91.66,0,0,1,0
31303080,Histerectomia subtotal com ou sem anexectomia. uni ou bilateral (qualquer via),320.83,0,1,3,0
31303102,Histerectomia total (qualquer via),493.38,0,1,4,0
31303110,Histerectomia total ampliada - qualquer via - (não inclui a linfadenectomia pélvica),802.08,0,2,5,0
31303129,Histerectomia total com anexectomia uni ou bilateral (qualquer via),595.84,0,2,5,0
31303137,Metroplastia (Strassmann ou outra técnica),418.85,0,2,3,0
31303145,Miomectomia uterina,320.83,0,1,3,0
31303153,Traquelectomia - amputação. conização - (com ou sem cirurgia de alta frequência / CAF),183.34,0,2,3,0
31303161,Traquelectomia radical,183.34,0,2,3,0
31303170,Histeroscopia cirúrgica p/ biópsia dirigida. lise de sinéquias. retirada de corpo estranho,197.08,0,0,3,0
31303188,Histeroscopia com ressectoscópio para miomectomia. polipectomia. metroplastia. endometrectomia e ressecção de sinéquias,275,0,0,4,0
31303196,Cauterização química. ou eletrocauterização. ou criocauterização de lesões de colo uterino (por sessão),50.24,0,0,0,0
31303200,Histerectomia subtotal laparoscópica com ou sem anexectomia. uni ou bilateral (via alta),649.41,0,2,5,0
31303218,Histerectomia total laparoscópica,493.39,0,1,4,0
31303226,Histerectomia total laparoscópica ampliada,1.129.74,0,2,7,0
31303234,Histerectomia total laparoscópica com anexectomia uni ou bilateral,856.92,0,2,6,0
31303250,Miomectomia uterina laparoscópica,320.83,0,1,5,0
31303269,Implante de dispositivo intra-uterino (DIU) não hormonal,39.52,0,0,0,0
31303285,Histerectomia puerperal,259.5,0,0,0,0
31303293,Implante de dispositivo intra-uterino (DIU) hormonal,115.28,0,0,0,0
31303307,Retirada de DIU por histeroscopia,197.08,0,0,3,0
31304001,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS (SISTEMA GENITAL E REPRODUTOR FEMININO) - TUBAS,,,,,
31304010,Laqueadura tubária,320.83,0,1,3,0
31304028,Neossalpingostomia distal,418.85,0,1,5,0
31304036,Recanalização tubária (qualquer técnica). uni ou bilateral (com microscópio ou lupa),504.16,0,1,4,0
31304044,Salpingectomia uni ou bilateral,320.83,0,1,3,0
31304052,Laqueadura tubária laparoscópica,268.99,0,1,5,0
31304087,Salpingectomia uni ou bilateral laparoscópica,418.85,0,1,5,0
31305008,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS (SISTEMA GENITAL E REPRODUTOR FEMININO) - OVÁRIOS,,,,,
31305016,Ooforectomia uni ou bilateral ou ooforoplastia uni ou bilateral,320.83,0,1,3,0
31305024,Translocação de ovários,391.95,0,1,5,0
31305032,Ooforectomia laparoscópica uni ou bilateral ou ooforoplastia uni ou bilateral,418.85,0,1,5,0
31306004,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS (SISTEMA GENITAL E REPRODUTOR FEMININO) - PERÍNEO,,,,,
31306012,Correção de defeito lateral,503.39,0,2,4,0
31306020,Correção de enterocele,575.3,0,2,4,0
31306039,Correção de rotura perineal de III  grau  (com lesão  do  esfincter)  e  reconstituição  por  plástica - qualquer técnica,412.5,0,2,3,0
31306047,Perineorrafia (não obstétrica) e/ou episiotomia e/ou episiorrafia,91.66,0,1,1,0
31306055,Reconstrução perineal com retalhos miocutâneos,457.28,0,1,6,0
31306063,Ressecção de tumor do septo reto-vaginal,503.39,0,2,5,0
31306071,Seio urogenital - plástica,366.67,0,0,0,0
31307000,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS (SISTEMA GENITAL E REPRODUTOR FEMININO) - CAVIDADE E PAREDES PÉLVICAS,,,,,
31307019,Câncer de ovário (Debulking),856.92,0,2,4,0
31307027,Cirurgia (via alta  ou  baixa)  do  prolápso  de  cúpula  vaginal (fixação  sacral  ou  no  ligamento sacro-espinhoso) qualquer técnica,366.67,0,2,3,0
31307035,Culdoplastia (Mac Call. Moschowicz. etc.),503.39,0,2,3,0
31307043,Endometriose peritonial - tratamento cirúrgico,458.33,0,1,4,0
31307051,Epiploplastia ou aplicação de membranas antiaderentes,326.63,0,1,3,0
31307060,Laparoscopia ginecológica com ou sem biópsia (inclui a cromotubagem),137.51,0,1,2,0
31307078,Liberação de aderências pélvicas com ou sem ressecção de cistos peritoniais ou salpingólise,267.35,0,1,4,0
31307086,Ligadura de veia ovariana,275.61,0,1,3,0
31307094,Ligamentopexia pélvica,252.09,0,1,3,0
31307108,Neurectomia pré-sacral ou do nervo gênito-femoral,165.23,0,1,4,0
31307116,Omentectomia,326.63,0,2,3,0
31307124,Ressecção de tumor de parede abdominal pélvica,368.9,0,1,4,0
31307132,Ressecção ou ligadura de varizes pélvicas,353.53,0,1,4,0
31307140,Secção de ligamentos útero-sacros,165.23,0,1,4,0
31307183,Endometriose peritoneal - tratamento cirúrgico via laparoscópica,458.33,0,2,5,0
31307205,Liberação laparoscópica de aderências pélvicas com ou sem ressecção de cistos peritoneais ou salpingólise,267.36,0,1,4,0
31307221,Ligamentopexia pélvica laparoscópica,457.28,0,1,6,0
31307248,Omentectomia laparoscópica,503.39,0,2,5,0
31307264,Ressecção ou ligadura laparoscópica de varizes pélvicas,503.39,0,1,5,0
31307272,Secção laparoscópica de ligamentos útero-sacros,211.35,0,1,5,0
31308007,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS (SISTEMA GENITAL E REPRODUTOR FEMININO) - INFERTILIDADE,,,,,
31309003,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS (SISTEMA GENITAL E REPRODUTOR FEMININO) - PARTOS E OUTROS PROCEDIMENTOS OBSTÉTRICOS,,,,,
31309011,Amniorredução ou amnioinfusão,50.24,0,0,0,0
31309020,Aspiração manual intra-uterina (AMIU) pós-abortamento,160.41,0,0,2,0
31309038,Assistência ao trabalho de parto. por hora (até o limite de 6 horas). Não será paga se o parto ocorrer na primeira hora após o início da assistência. Após a primeira hora. além da assistência. remunera-se o parto (via baixa ou cesariana),96.07,0,0,2,0
31309046,Cerclagem do colo uterino (qualquer técnica),160.41,0,1,2,0
31309054,Cesariana (feto único ou múltiplo),458.33,0,1,5,0
31309062,Curetagem pós-abortamento,160.41,0,0,2,0
31309070,Derivações em cirurgia fetal,418.85,0,0,6,0
31309089,Gravidez  ectópica - cirurgia,458.33,0,1,4,0
31309097,Indução e assistência ao aborto e feto morto retido,182.8,0,1,5,0
31309100,Inversão  uterina  aguda  -  redução  manual  (somente  quando o parto ocorrer antes da admissão hospitalar),114.58,0,0,3,0
31309119,Inversão uterina - tratamento cirúrgico,320.83,0,1,3,0
31309127,Parto (via vaginal),458.33,0,1,5,0
31309135,Parto múltiplo por via vaginal (cada um subsequente ao inicial),122.22,0,0,0,0
31309151,Revisão obstétrica de parto ocorrido fora do hospital (inclui exame. dequitação e sutura de lacerações até de 2º grau),91.66,0,1,1,0
31309178,Versão cefálica externa,142.18,0,0,0,0
31309186,Gravidez ectópica - cirurgia laparoscópica,457.28,0,1,5,0
31401007,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS (SISTEMA NERVOSO - CENTRAL E PERIFÉRICO) - ENCÉFALO,,,,,
31401015,Biópsia estereotáxica de encéfalo,641.39,0,1,3,0
31401031,Cirurgia intracraniana por via endoscópica,1.138.74,0,1,7,0
31401040,Craniotomia para remoção de corpo estranho,572.92,0,1,5,0
31401058,Derivação ventricular externa,476.46,0,2,5,0
31401066,Drenagem estereotáxica - cistos. hematomas ou abscessos,763.89,0,2,6,0
31401074,Hipofisectomia por qualquer método (inclui a cirurgia de acesso. quando realizada pelo neurocirurgião),763.89,0,2,6,0
31401082,Implante de cateter intracraniano,353.53,0,1,5,0
31401090,Implante de eletrodo cerebral profundo,353.53,0,1,6,0
31401104,Implante de eletrodos cerebral ou medular,946.97,0,2,7,0
31401112,Implante estereotáxico de cateter para braquiterapia,1.042.26,0,2,7,0
31401120,Implante intratecal de bombas para infusão de fármacos,651.03,0,2,5,0
31401139,Localização estereotáxica de corpo estranho intracraniano com remoção,390.72,0,2,5,0
31401147,Localização estereotáxica de lesões intracranianas com remoção,390.72,0,1,5,0
31401155,Microcirurgia para tumores intracranianos,1.604.16,0,2,7,0
31401163,Microcirurgia por via transesfenoidal,763.89,0,2,6,0
31401171,Microcirurgia vascular intracraniana,1.833.33,0,2,7,0
31401198,Punção subdural ou ventricular transfontanela,68.05,0,0,0,0
31401201,Ressecção de mucocele frontal,366.67,0,2,4,0
31401228,Revisão de sistema de neuroestimulação,96.07,0,0,3,0
31401236,Sistema de derivação ventricular interna com válvulas ou revisões,916.66,0,2,6,0
31401244,Terceiro ventriculostomia,244.44,0,1,3,0
31401252,Tratamento cirúrgico da epilepsia,1.104.80,0,2,7,0
31401260,Tratamento cirúrgico da fístula liquórica,763.89,0,2,7,0
31401279,Tratamento cirúrgico da meningoencefalocele,611.11,0,2,6,0
31401287,Tratamento cirúrgico de tumores cerebrais sem microscopia,954.86,0,2,7,0
31401295,Tratamento cirúrgico do abscesso encefálico,549.99,0,2,5,0
31401309,Tratamento cirúrgico do hematoma intracraniano,687.5,0,2,6,0
31401333,Tratamento pré-natal das hidrocefalias e cistos cerebrais,418.85,0,2,6,0
31401341,Acesso endoscópico ao tratamento cirúrgico dos tumores da região selar,353.53,0,1,4,0
31401350,Implantação de halo para radiocirurgia,537.97,0,2,5,0
31402003,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS (SISTEMA NERVOSO - CENTRAL E PERIFÉRICO) - MEDULA,,,,,
31402011,Cordotomia-mielotomias por radiofrequência,825,0,2,6,0
31402020,Lesão de substância gelatinosa medular (DREZ) por radiofrequência,969.74,0,2,7,0
31402038,Tampão sangüíneo peridural para tratamento de cefaléia após punção (não indicada na profilaxia da cefaléia),96.07,0,0,2,0
31403000,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS (SISTEMA NERVOSO - CENTRAL E PERIFÉRICO) - NERVOS PERIFÉRICOS,,,,,
31403018,Biópsia de nervo,137.51,0,1,1,0
31403026,Bloqueio de nervo periférico,74.01,0,0,0,0
31403034,Denervação percutânea de faceta articular - por segmento,366.67,0,1,4,0
31403042,Enxerto de nervo,368.9,0,2,4,0
31403050,Enxerto de nervo interfascicular. pediculado (1º estágio),664.58,0,1,6,0
31403069,Enxerto de nervo interfascicular. pediculado (2º estágio),664.58,0,1,6,0
31403077,Enxerto interfascicular de nervo vascularizado,687.5,0,1,6,0
31403085,Enxerto interfascicular,595.84,0,1,5,0
31403093,Enxerto para reparo de 2 ou mais nervos,733.33,0,1,5,0
31403107,Excisão de tumores de nervos periféricos com enxerto interfascicular,595.84,0,1,5,0
31403115,Excisão de tumores dos nervos periféricos,389.58,0,1,4,0
31403123,Exploração cirúrgica de nervo (neurólise externa),303.03,0,1,3,0
31403131,Extirpação de neuroma,238.23,0,2,3,0
31403140,Implante de gerador para neuroestimulação,381.94,0,1,0,0
31403158,Lesão de nervos associada à lesão óssea,366.67,0,1,3,0
31403166,Lesão estereotáxica de estruturas profundas para tratamento da dor ou movimento anormal,1.088.81,0,2,7,0
31403174,Microcirurgia do plexo braquial com a exploração. neurólise e enxertos interfasciculares para reparo das lesões,916.66,0,2,7,0
31403182,Microcirurgia do plexo braquial com exploração e neurólise,779.16,0,2,5,0
31403204,Microneurólise intraneural ou intrafascicular de um nervo,366.67,0,1,4,0
31403212,Microneurólise intraneural ou intrafascicular de dois ou mais nervos,458.33,0,1,4,0
31403220,Microneurólise múltiplas,412.5,0,1,4,0
31403239,Microneurólise única,318.71,0,1,3,0
31403255,Microneurorrafia de dedos da mão,412.5,0,1,4,0
31403263,Microneurorrafia múltipla (plexo nervoso),922.24,0,2,5,0
31403271,Microneurorrafia única,458.33,0,1,4,0
31403280,Neurólise das síndromes compressivas,252.09,0,1,3,0
31403298,Neurotripsia (cada extremidade),214.41,0,1,2,0
31403301,Reposição de fármaco(s) em bombas implantadas,15.37,0,0,3,0
31403310,Ressecção de neuroma,238.23,0,2,3,0
31403328,Revisão de sistema implantados para infusão de fármacos,192.13,0,0,3,0
31403336,Rizotomia percutânea por segmento - qualquer método,763.89,0,2,5,0
31403344,Simpatectomia,572.92,0,2,5,0
31403352,Transposição de nervo,168.05,0,1,2,0
31403360,Tratamento microcirúrgico das neuropatias compressivas (tumoral. inflamatório. etc),572.92,0,2,5,0
31403379,Simpatectomia por videotoracoscopia,572.91,0,1,6,0
31404006,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS (SISTEMA NERVOSO - CENTRAL E PERIFÉRICO) - NERVOS CRANIANOS,,,,,
31404014,Descompressão vascular de nervos cranianos,916.66,0,2,7,0
31404022,Neurotomia seletiva do trigêmio,894.88,0,2,7,0
31405002,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS (SISTEMA NERVOSO - CENTRAL E PERIFÉRICO) - SISTEMA NERVOSO AUTÔNOMO,,,,,
31405010,Bloqueio do sistema nervoso autônomo,305.55,0,1,0,0
31405029,Lesão do sistema nervoso autônomo - qualquer método,297.79,0,1,0,0
31405037,Tratamento da síndrome do desfiladeiro cérvico torácico,457.28,0,2,5,0
31501001,PROCEDIMENTOS CIRÚRGICOS E INVASIVOS (TRANSPLANTES DE ÓRGÃOS) - CÓRNEA,,,,,
